train_loss,epoch_time,val_loss,acc_top1,acc_top5
2.91800594329834,1.6,2.86529278755188,0.114,0.382
2.857337474822998,1.6,2.8216962814331055,0.139,0.425
2.7999255657196045,1.9,2.8038113117218018,0.155,0.451
2.7890119552612305,1.8,2.7297937870025635,0.158,0.478
2.751230478286743,2.1,2.699052333831787,0.174,0.505
2.7437098026275635,1.9,2.7503888607025146,0.176,0.466
2.72788667678833,1.8,2.7379307746887207,0.168,0.45
2.7152554988861084,1.4,2.7355377674102783,0.165,0.459
2.7220423221588135,1.4,2.716249704360962,0.161,0.478
2.7810120582580566,1.6,2.772231340408325,0.137,0.456
2.7377371788024902,2.0,2.745434045791626,0.134,0.474
2.7284984588623047,1.5,2.727933645248413,0.157,0.461
2.7150192260742188,1.5,2.694730758666992,0.171,0.489
2.7422821521759033,1.4,2.7165350914001465,0.161,0.483
2.708921432495117,1.4,2.730733871459961,0.154,0.498
2.751953363418579,1.4,2.711491823196411,0.17,0.48
2.710822582244873,1.4,2.7375059127807617,0.153,0.469
2.706150770187378,1.4,2.71390962600708,0.16,0.496
2.6968154907226562,1.4,2.694873571395874,0.164,0.485
2.6875381469726562,1.4,2.7164859771728516,0.155,0.506
