train_loss,epoch_time,val_loss,acc_top1,acc_top5
2.84515118598938,1.7,2.7866146564483643,0.138,0.458
2.712002754211426,1.8,2.704684019088745,0.173,0.472
2.664175033569336,1.7,2.6510744094848633,0.181,0.516
2.629544496536255,2.5,2.633538007736206,0.199,0.517
2.6136815547943115,2.2,2.601435422897339,0.205,0.53
2.584263324737549,1.6,2.576526641845703,0.203,0.537
2.5578269958496094,2.5,2.5839922428131104,0.209,0.544
2.5389416217803955,2.7,2.5799081325531006,0.213,0.543
2.531689167022705,3.2,2.587899923324585,0.209,0.557
2.511831283569336,4.1,2.57881760597229,0.221,0.534
2.504300117492676,3.7,2.5316343307495117,0.224,0.569
2.487546682357788,3.5,2.543043613433838,0.225,0.544
2.475167751312256,3.0,2.5086331367492676,0.237,0.573
2.467899799346924,3.8,2.524515151977539,0.231,0.559
2.4512510299682617,2.3,2.511965751647949,0.243,0.585
2.4382550716400146,2.2,2.487469434738159,0.239,0.587
2.4200422763824463,2.3,2.4479005336761475,0.261,0.624
2.406423568725586,2.3,2.484119415283203,0.234,0.593
2.3997793197631836,2.2,2.445427894592285,0.238,0.606
2.3933115005493164,2.2,2.433789014816284,0.268,0.618
